"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
10282,62,139,44.6,"20200425"
10301,933,2035,45.85,"20200425"
10302,501,1055,47.49,"20200425"
10303,700,1518,46.11,"20200425"
10304,1120,2418,46.32,"20200425"
10305,995,2403,41.41,"20200425"
10306,1212,3160,38.35,"20200425"
10307,336,836,40.19,"20200425"
10308,559,1487,37.59,"20200425"
10309,741,1955,37.9,"20200425"
10310,587,1419,41.37,"20200425"
10312,1301,3173,41,"20200425"
10314,2210,5219,42.35,"20200425"
10451,1245,2339,53.23,"20200425"
10452,1705,3076,55.43,"20200425"
10453,1729,3140,55.06,"20200425"
10454,843,1579,53.39,"20200425"
10455,922,1715,53.76,"20200425"
10456,1827,3394,53.83,"20200425"
10457,1524,2849,53.49,"20200425"
10458,1504,2927,51.38,"20200425"
10459,1135,2050,55.37,"20200425"
10460,1231,2343,52.54,"20200425"
10461,1482,3118,47.53,"20200425"
10462,1778,3674,48.39,"20200425"
10463,1431,3180,45,"20200425"
10464,112,301,37.21,"20200425"
10465,1244,2912,42.72,"20200425"
10466,1919,3661,52.42,"20200425"
10467,2594,4905,52.88,"20200425"
10468,1860,3321,56.01,"20200425"
10469,2317,4285,54.07,"20200425"
10470,371,782,47.44,"20200425"
10471,466,1108,42.06,"20200425"
10472,1462,2593,56.38,"20200425"
10473,1498,3013,49.72,"20200425"
10474,256,483,53,"20200425"
10475,1405,3114,45.12,"20200425"
11004,454,774,58.66,"20200425"
11101,480,1122,42.78,"20200425"
11102,470,946,49.68,"20200425"
11103,414,895,46.26,"20200425"
11104,369,757,48.75,"20200425"
11105,395,968,40.81,"20200425"
11106,483,1065,45.35,"20200425"
11109,43,149,28.86,"20200425"
11201,492,1326,37.1,"20200425"
11203,1560,2814,55.44,"20200425"
11204,1520,2849,53.35,"20200425"
11205,538,1159,46.42,"20200425"
11206,1132,2213,51.15,"20200425"
11207,1478,2847,51.91,"20200425"
11208,1654,2948,56.11,"20200425"
11209,883,1999,44.17,"20200425"
11210,1320,2442,54.05,"20200425"
11211,1545,2930,52.73,"20200425"
11212,1293,2406,53.74,"20200425"
11213,1099,2058,53.4,"20200425"
11214,1154,2208,52.26,"20200425"
11215,487,1266,38.47,"20200425"
11216,543,1163,46.69,"20200425"
11217,431,898,48,"20200425"
11218,1294,2376,54.46,"20200425"
11219,2182,3905,55.88,"20200425"
11220,1136,2045,55.55,"20200425"
11221,938,1782,52.64,"20200425"
11222,344,773,44.5,"20200425"
11223,1309,2592,50.5,"20200425"
11224,800,1482,53.98,"20200425"
11225,936,1721,54.39,"20200425"
11226,1606,2906,55.26,"20200425"
11228,513,1058,48.49,"20200425"
11229,1214,2446,49.63,"20200425"
11230,1755,3289,53.36,"20200425"
11231,337,729,46.23,"20200425"
11232,380,630,60.32,"20200425"
11233,954,1788,53.36,"20200425"
11234,1846,3481,53.03,"20200425"
11235,1493,2876,51.91,"20200425"
11236,2097,3723,56.33,"20200425"
11237,663,1129,58.72,"20200425"
11238,594,1193,49.79,"20200425"
11239,388,732,53.01,"20200425"
11354,838,1516,55.28,"20200425"
11355,935,1714,54.55,"20200425"
11356,425,821,51.77,"20200425"
11357,642,1316,48.78,"20200425"
11358,445,964,46.16,"20200425"
11360,260,617,42.14,"20200425"
11361,352,763,46.13,"20200425"
11362,248,564,43.97,"20200425"
11363,84,209,40.19,"20200425"
11364,384,871,44.09,"20200425"
11365,653,1338,48.8,"20200425"
11366,330,636,51.89,"20200425"
11367,803,1654,48.55,"20200425"
11368,3211,4719,68.04,"20200425"
11369,1191,1835,64.9,"20200425"
11370,1114,1992,55.92,"20200425"
11372,1935,3031,63.84,"20200425"
11373,2474,4013,61.65,"20200425"
11374,870,1762,49.38,"20200425"
11375,1263,2635,47.93,"20200425"
11377,1627,2892,56.26,"20200425"
11378,581,1178,49.32,"20200425"
11379,631,1331,47.41,"20200425"
11385,1611,3097,52.02,"20200425"
11411,561,961,58.38,"20200425"
11412,1019,1821,55.96,"20200425"
11413,1057,1917,55.14,"20200425"
11414,672,1253,53.63,"20200425"
11415,411,843,48.75,"20200425"
11416,510,886,57.56,"20200425"
11417,677,1230,55.04,"20200425"
11418,797,1497,53.24,"20200425"
11419,871,1587,54.88,"20200425"
11420,1057,1965,53.79,"20200425"
11421,907,1645,55.14,"20200425"
11422,781,1472,53.06,"20200425"
11423,777,1379,56.35,"20200425"
11426,418,837,49.94,"20200425"
11427,635,1149,55.27,"20200425"
11428,547,936,58.44,"20200425"
11429,767,1273,60.25,"20200425"
11432,1292,2280,56.67,"20200425"
11433,722,1322,54.61,"20200425"
11434,1569,2869,54.69,"20200425"
11435,1215,2283,53.22,"20200425"
11436,415,771,53.83,"20200425"
11691,1738,2914,59.64,"20200425"
11692,457,815,56.07,"20200425"
11693,275,535,51.4,"20200425"
11694,551,1094,50.37,"20200425"
11697,79,177,44.63,"20200425"
NA,2166,2464,87.91,"20200426"
10001,375,851,44.07,"20200426"
10002,978,1962,49.85,"20200426"
10003,487,1194,40.79,"20200426"
10004,36,87,41.38,"20200426"
10005,59,182,32.42,"20200426"
10006,22,77,28.57,"20200426"
10007,50,186,26.88,"20200426"
10009,660,1606,41.1,"20200426"
10010,277,834,33.21,"20200426"
10011,563,1268,44.4,"20200426"
10012,166,466,35.62,"20200426"
10013,245,631,38.83,"20200426"
10014,307,730,42.05,"20200426"
10016,727,1864,39,"20200426"
10017,155,454,34.14,"20200426"
10018,215,524,41.03,"20200426"
10019,575,1388,41.43,"20200426"
10021,580,1568,36.99,"20200426"
10022,366,1000,36.6,"20200426"
10023,561,1567,35.8,"20200426"
10024,673,1758,38.28,"20200426"
10025,1230,2927,42.02,"20200426"
10026,584,1315,44.41,"20200426"
10027,871,1818,47.91,"20200426"
10028,514,1396,36.82,"20200426"
10029,1650,3235,51,"20200426"
10030,452,881,51.31,"20200426"
10031,1113,1938,57.43,"20200426"
10032,1297,2391,54.25,"20200426"
10033,1144,2019,56.66,"20200426"
10034,613,1240,49.44,"20200426"
10035,865,1637,52.84,"20200426"
10036,396,925,42.81,"20200426"
10037,382,776,49.23,"20200426"
10038,233,529,44.05,"20200426"
10039,464,944,49.15,"20200426"
10040,849,1527,55.6,"20200426"
10044,174,384,45.31,"20200426"
10065,328,1055,31.09,"20200426"
10069,56,154,36.36,"20200426"
10075,425,1008,42.16,"20200426"
10128,649,1846,35.16,"20200426"
10280,41,147,27.89,"20200426"
10282,101,190,53.16,"20200426"
10301,1083,2319,46.7,"20200426"
10302,571,1183,48.27,"20200426"
10303,811,1711,47.4,"20200426"
10304,1348,2805,48.06,"20200426"
10305,1198,2764,43.34,"20200426"
10306,1476,3625,40.72,"20200426"
10307,418,971,43.05,"20200426"
10308,692,1716,40.33,"20200426"
10309,894,2206,40.53,"20200426"
10310,680,1577,43.12,"20200426"
10312,1539,3605,42.69,"20200426"
10314,2617,5921,44.2,"20200426"
10451,1459,2687,54.3,"20200426"
10452,1972,3530,55.86,"20200426"
10453,1998,3559,56.14,"20200426"
10454,979,1839,53.24,"20200426"
10455,1098,1992,55.12,"20200426"
10456,2104,3851,54.64,"20200426"
10457,1773,3249,54.57,"20200426"
10458,1768,3386,52.22,"20200426"
10459,1332,2359,56.46,"20200426"
10460,1418,2648,53.55,"20200426"
10461,1780,3613,49.27,"20200426"
10462,2100,4201,49.99,"20200426"
10463,1646,3611,45.58,"20200426"
10464,136,350,38.86,"20200426"
10465,1493,3332,44.81,"20200426"
10466,2193,4145,52.91,"20200426"
10467,3060,5639,54.26,"20200426"
10468,2140,3775,56.69,"20200426"
10469,2704,4897,55.22,"20200426"
10470,417,876,47.6,"20200426"
10471,540,1250,43.2,"20200426"
10472,1685,2955,57.02,"20200426"
10473,1757,3463,50.74,"20200426"
10474,303,576,52.6,"20200426"
10475,1668,3570,46.72,"20200426"
11004,536,896,59.82,"20200426"
11101,562,1308,42.97,"20200426"
11102,540,1061,50.9,"20200426"
11103,476,1011,47.08,"20200426"
11104,432,859,50.29,"20200426"
11105,461,1116,41.31,"20200426"
11106,567,1246,45.51,"20200426"
11109,55,174,31.61,"20200426"
11201,627,1579,39.71,"20200426"
11203,1832,3229,56.74,"20200426"
11204,1852,3350,55.28,"20200426"
11205,619,1330,46.54,"20200426"
11206,1357,2593,52.33,"20200426"
11207,1722,3307,52.07,"20200426"
11208,1986,3454,57.5,"20200426"
11209,1039,2345,44.31,"20200426"
11210,1558,2819,55.27,"20200426"
11211,1863,3444,54.09,"20200426"
11212,1472,2780,52.95,"20200426"
11213,1331,2420,55,"20200426"
11214,1321,2514,52.55,"20200426"
11215,552,1424,38.76,"20200426"
11216,626,1331,47.03,"20200426"
11217,507,1033,49.08,"20200426"
11218,1512,2730,55.38,"20200426"
11219,2621,4602,56.95,"20200426"
11220,1281,2328,55.03,"20200426"
11221,1128,2084,54.13,"20200426"
11222,418,903,46.29,"20200426"
11223,1590,3051,52.11,"20200426"
11224,936,1741,53.76,"20200426"
11225,1107,1992,55.57,"20200426"
11226,1894,3351,56.52,"20200426"
11228,615,1244,49.44,"20200426"
11229,1407,2788,50.47,"20200426"
11230,2107,3853,54.68,"20200426"
11231,393,846,46.45,"20200426"
11232,446,726,61.43,"20200426"
11233,1077,2037,52.87,"20200426"
11234,2145,3979,53.91,"20200426"
11235,1780,3351,53.12,"20200426"
11236,2446,4267,57.32,"20200426"
11237,780,1305,59.77,"20200426"
11238,697,1387,50.25,"20200426"
11239,469,853,54.98,"20200426"
11354,981,1775,55.27,"20200426"
11355,1114,2029,54.9,"20200426"
11356,507,964,52.59,"20200426"
11357,759,1551,48.94,"20200426"
11358,521,1102,47.28,"20200426"
11360,312,707,44.13,"20200426"
11361,417,883,47.23,"20200426"
11362,306,678,45.13,"20200426"
11363,98,245,40,"20200426"
11364,452,1017,44.44,"20200426"
11365,781,1559,50.1,"20200426"
11366,392,732,53.55,"20200426"
11367,992,1922,51.61,"20200426"
11368,3707,5398,68.67,"20200426"
11369,1394,2126,65.57,"20200426"
11370,1315,2301,57.15,"20200426"
11372,2255,3483,64.74,"20200426"
11373,2844,4559,62.38,"20200426"
11374,1047,2084,50.24,"20200426"
11375,1513,3050,49.61,"20200426"
11377,1892,3325,56.9,"20200426"
11378,692,1367,50.62,"20200426"
11379,762,1544,49.35,"20200426"
11385,1917,3589,53.41,"20200426"
11411,659,1118,58.94,"20200426"
11412,1181,2080,56.78,"20200426"
11413,1223,2189,55.87,"20200426"
11414,811,1463,55.43,"20200426"
11415,510,984,51.83,"20200426"
11416,602,1027,58.62,"20200426"
11417,802,1414,56.72,"20200426"
11418,949,1727,54.95,"20200426"
11419,1048,1844,56.83,"20200426"
11420,1237,2259,54.76,"20200426"
11421,1052,1883,55.87,"20200426"
11422,915,1689,54.17,"20200426"
11423,905,1592,56.85,"20200426"
11426,492,965,50.98,"20200426"
11427,770,1349,57.08,"20200426"
11428,652,1098,59.38,"20200426"
11429,897,1472,60.94,"20200426"
11432,1529,2671,57.24,"20200426"
11433,852,1550,54.97,"20200426"
11434,1843,3285,56.1,"20200426"
11435,1459,2718,53.68,"20200426"
11436,480,875,54.86,"20200426"
11691,2023,3360,60.21,"20200426"
11692,523,924,56.6,"20200426"
11693,316,615,51.38,"20200426"
11694,636,1243,51.17,"20200426"
11697,97,215,45.12,"20200426"
NA,1907,2171,87.84,"20200427"
10001,299,737,40.57,"20200427"
10002,808,1684,47.98,"20200427"
10003,378,1014,37.28,"20200427"
10004,26,77,33.77,"20200427"
10005,49,166,29.52,"20200427"
10006,21,77,27.27,"20200427"
10007,46,176,26.14,"20200427"
10009,579,1473,39.31,"20200427"
10010,224,733,30.56,"20200427"
10011,449,1079,41.61,"20200427"
10012,135,414,32.61,"20200427"
10013,201,553,36.35,"20200427"
10014,251,639,39.28,"20200427"
10016,559,1554,35.97,"20200427"
10017,125,396,31.57,"20200427"
10018,182,479,38,"20200427"
10019,487,1222,39.85,"20200427"
10021,469,1371,34.21,"20200427"
10022,280,840,33.33,"20200427"
10023,474,1383,34.27,"20200427"
10024,533,1501,35.51,"20200427"
10025,1014,2543,39.87,"20200427"
10026,510,1186,43,"20200427"
10027,759,1635,46.42,"20200427"
10028,399,1197,33.33,"20200427"
10029,1410,2883,48.91,"20200427"
10030,395,791,49.94,"20200427"
10031,973,1756,55.41,"20200427"
10032,1125,2111,53.29,"20200427"
10033,1002,1811,55.33,"20200427"
10034,534,1115,47.89,"20200427"
10035,745,1442,51.66,"20200427"
10036,341,819,41.64,"20200427"
10037,339,716,47.35,"20200427"
10038,196,456,42.98,"20200427"
10039,397,851,46.65,"20200427"
10040,748,1379,54.24,"20200427"
10044,153,345,44.35,"20200427"
10065,273,901,30.3,"20200427"
10069,46,139,33.09,"20200427"
10075,335,846,39.6,"20200427"
10128,536,1638,32.72,"20200427"
10280,35,133,26.32,"20200427"
10282,62,143,43.36,"20200427"
10301,955,2127,44.9,"20200427"
10302,523,1109,47.16,"20200427"
10303,721,1577,45.72,"20200427"
10304,1153,2518,45.79,"20200427"
10305,1019,2499,40.78,"20200427"
10306,1241,3249,38.2,"20200427"
10307,341,865,39.42,"20200427"
10308,569,1528,37.24,"20200427"
10309,753,1995,37.74,"20200427"
10310,600,1460,41.1,"20200427"
10312,1323,3277,40.37,"20200427"
10314,2264,5403,41.9,"20200427"
10451,1313,2490,52.73,"20200427"
10452,1798,3338,53.86,"20200427"
10453,1796,3329,53.95,"20200427"
10454,892,1714,52.04,"20200427"
10455,976,1838,53.1,"20200427"
10456,1917,3618,52.99,"20200427"
10457,1597,3039,52.55,"20200427"
10458,1574,3119,50.46,"20200427"
10459,1176,2163,54.37,"20200427"
10460,1278,2460,51.95,"20200427"
10461,1536,3266,47.03,"20200427"
10462,1835,3849,47.67,"20200427"
10463,1478,3353,44.08,"20200427"
10464,113,317,35.65,"20200427"
10465,1279,3015,42.42,"20200427"
10466,1981,3817,51.9,"20200427"
10467,2689,5121,52.51,"20200427"
10468,1930,3495,55.22,"20200427"
10469,2394,4478,53.46,"20200427"
10470,375,812,46.18,"20200427"
10471,478,1156,41.35,"20200427"
10472,1536,2755,55.75,"20200427"
10473,1552,3164,49.05,"20200427"
10474,267,517,51.64,"20200427"
10475,1445,3252,44.43,"20200427"
11004,468,802,58.35,"20200427"
11101,493,1171,42.1,"20200427"
11102,478,978,48.88,"20200427"
11103,421,929,45.32,"20200427"
11104,380,796,47.74,"20200427"
11105,406,1011,40.16,"20200427"
11106,502,1123,44.7,"20200427"
11109,44,152,28.95,"20200427"
11201,501,1378,36.36,"20200427"
11203,1606,2951,54.42,"20200427"
11204,1575,3024,52.08,"20200427"
11205,559,1268,44.09,"20200427"
11206,1173,2376,49.37,"20200427"
11207,1551,3049,50.87,"20200427"
11208,1740,3146,55.31,"20200427"
11209,914,2098,43.57,"20200427"
11210,1350,2550,52.94,"20200427"
11211,1584,3078,51.46,"20200427"
11212,1331,2570,51.79,"20200427"
11213,1131,2157,52.43,"20200427"
11214,1190,2311,51.49,"20200427"
11215,500,1309,38.2,"20200427"
11216,556,1217,45.69,"20200427"
11217,446,939,47.5,"20200427"
11218,1350,2519,53.59,"20200427"
11219,2230,4176,53.4,"20200427"
11220,1164,2136,54.49,"20200427"
11221,984,1904,51.68,"20200427"
11222,352,811,43.4,"20200427"
11223,1343,2712,49.52,"20200427"
11224,840,1582,53.1,"20200427"
11225,954,1798,53.06,"20200427"
11226,1678,3085,54.39,"20200427"
11228,530,1108,47.83,"20200427"
11229,1244,2571,48.39,"20200427"
11230,1797,3439,52.25,"20200427"
11231,344,757,45.44,"20200427"
11232,393,657,59.82,"20200427"
11233,987,1917,51.49,"20200427"
11234,1892,3644,51.92,"20200427"
11235,1545,3008,51.36,"20200427"
11236,2157,3890,55.45,"20200427"
11237,696,1208,57.62,"20200427"
11238,609,1258,48.41,"20200427"
11239,402,768,52.34,"20200427"
11354,864,1604,53.87,"20200427"
11355,965,1801,53.58,"20200427"
11356,449,871,51.55,"20200427"
11357,653,1377,47.42,"20200427"
11358,459,1007,45.58,"20200427"
11360,269,652,41.26,"20200427"
11361,363,801,45.32,"20200427"
11362,257,600,42.83,"20200427"
11363,86,216,39.81,"20200427"
11364,393,915,42.95,"20200427"
11365,669,1403,47.68,"20200427"
11366,336,652,51.53,"20200427"
11367,827,1713,48.28,"20200427"
11368,3326,4964,67,"20200427"
11369,1231,1927,63.88,"20200427"
11370,1144,2071,55.24,"20200427"
11372,1982,3166,62.6,"20200427"
11373,2559,4215,60.71,"20200427"
11374,892,1848,48.27,"20200427"
11375,1293,2725,47.45,"20200427"
11377,1670,3021,55.28,"20200427"
11378,600,1231,48.74,"20200427"
11379,651,1390,46.83,"20200427"
11385,1666,3221,51.72,"20200427"
11411,567,994,57.04,"20200427"
11412,1050,1904,55.15,"20200427"
11413,1081,1988,54.38,"20200427"
11414,684,1307,52.33,"20200427"
11415,425,877,48.46,"20200427"
11416,535,953,56.14,"20200427"
11417,693,1297,53.43,"20200427"
11418,827,1570,52.68,"20200427"
11419,901,1668,54.02,"20200427"
11420,1093,2062,53.01,"20200427"
11421,933,1707,54.66,"20200427"
11422,799,1521,52.53,"20200427"
11423,803,1440,55.76,"20200427"
11426,425,862,49.3,"20200427"
11427,649,1198,54.17,"20200427"
11428,560,982,57.03,"20200427"
11429,787,1325,59.4,"20200427"
11432,1350,2408,56.06,"20200427"
11433,752,1412,53.26,"20200427"
11434,1620,3004,53.93,"20200427"
11435,1269,2423,52.37,"20200427"
11436,425,809,52.53,"20200427"
11691,1795,3083,58.22,"20200427"
11692,473,860,55,"20200427"
11693,281,560,50.18,"20200427"
11694,569,1145,49.69,"20200427"
11697,81,181,44.75,"20200427"
NA,1443,1710,84.39,"20200428"
10001,300,759,39.53,"20200428"
10002,828,1746,47.42,"20200428"
10003,381,1037,36.74,"20200428"
10004,26,79,32.91,"20200428"
10005,51,171,29.82,"20200428"
10006,21,78,26.92,"20200428"
10007,45,178,25.28,"20200428"
10009,587,1526,38.47,"20200428"
10010,225,763,29.49,"20200428"
10011,450,1109,40.58,"20200428"
10012,136,428,31.78,"20200428"
10013,207,579,35.75,"20200428"
10014,252,655,38.47,"20200428"
10016,566,1632,34.68,"20200428"
10017,123,407,30.22,"20200428"
10018,186,494,37.65,"20200428"
10019,495,1266,39.1,"20200428"
10021,474,1425,33.26,"20200428"
10022,280,868,32.26,"20200428"
10023,481,1428,33.68,"20200428"
10024,541,1552,34.86,"20200428"
10025,1030,2623,39.27,"20200428"
10026,515,1213,42.46,"20200428"
10027,776,1683,46.11,"20200428"
10028,409,1239,33.01,"20200428"
10029,1438,2983,48.21,"20200428"
10030,401,829,48.37,"20200428"
10031,994,1826,54.44,"20200428"
10032,1146,2192,52.28,"20200428"
10033,1019,1871,54.46,"20200428"
10034,551,1160,47.5,"20200428"
10035,757,1485,50.98,"20200428"
10036,344,840,40.95,"20200428"
10037,342,734,46.59,"20200428"
10038,201,470,42.77,"20200428"
10039,407,884,46.04,"20200428"
10040,761,1418,53.67,"20200428"
10044,157,353,44.48,"20200428"
10065,277,928,29.85,"20200428"
10069,46,141,32.62,"20200428"
10075,334,883,37.83,"20200428"
10128,546,1699,32.14,"20200428"
10280,35,136,25.74,"20200428"
10282,64,148,43.24,"20200428"
10301,963,2163,44.52,"20200428"
10302,530,1122,47.24,"20200428"
10303,727,1609,45.18,"20200428"
10304,1161,2562,45.32,"20200428"
10305,1031,2559,40.29,"20200428"
10306,1251,3328,37.59,"20200428"
10307,342,876,39.04,"20200428"
10308,570,1545,36.89,"20200428"
10309,757,2021,37.46,"20200428"
10310,609,1498,40.65,"20200428"
10312,1327,3330,39.85,"20200428"
10314,2284,5491,41.6,"20200428"
10451,1334,2555,52.21,"20200428"
10452,1840,3466,53.09,"20200428"
10453,1834,3436,53.38,"20200428"
10454,911,1796,50.72,"20200428"
10455,993,1906,52.1,"20200428"
10456,1949,3730,52.25,"20200428"
10457,1630,3132,52.04,"20200428"
10458,1593,3214,49.56,"20200428"
10459,1197,2213,54.09,"20200428"
10460,1304,2540,51.34,"20200428"
10461,1562,3342,46.74,"20200428"
10462,1858,3941,47.15,"20200428"
10463,1494,3429,43.57,"20200428"
10464,114,318,35.85,"20200428"
10465,1293,3083,41.94,"20200428"
10466,1993,3895,51.17,"20200428"
10467,2723,5235,52.02,"20200428"
10468,1969,3612,54.51,"20200428"
10469,2406,4568,52.67,"20200428"
10470,376,825,45.58,"20200428"
10471,490,1192,41.11,"20200428"
10472,1562,2838,55.04,"20200428"
10473,1570,3246,48.37,"20200428"
10474,271,531,51.04,"20200428"
10475,1455,3309,43.97,"20200428"
11004,472,814,57.99,"20200428"
11101,502,1212,41.42,"20200428"
11102,483,1015,47.59,"20200428"
11103,428,957,44.72,"20200428"
11104,386,824,46.84,"20200428"
11105,412,1042,39.54,"20200428"
11106,513,1162,44.15,"20200428"
11109,44,157,28.03,"20200428"
11201,509,1420,35.85,"20200428"
11203,1627,3032,53.66,"20200428"
11204,1604,3135,51.16,"20200428"
11205,569,1356,41.96,"20200428"
11206,1201,2464,48.74,"20200428"
11207,1582,3142,50.35,"20200428"
11208,1773,3241,54.71,"20200428"
11209,928,2165,42.86,"20200428"
11210,1369,2625,52.15,"20200428"
11211,1607,3219,49.92,"20200428"
11212,1356,2663,50.92,"20200428"
11213,1142,2218,51.49,"20200428"
11214,1204,2384,50.5,"20200428"
11215,505,1361,37.11,"20200428"
11216,571,1272,44.89,"20200428"
11217,453,961,47.14,"20200428"
11218,1370,2606,52.57,"20200428"
11219,2257,4364,51.72,"20200428"
11220,1179,2193,53.76,"20200428"
11221,1003,1978,50.71,"20200428"
11222,363,842,43.11,"20200428"
11223,1358,2778,48.88,"20200428"
11224,860,1643,52.34,"20200428"
11225,967,1854,52.16,"20200428"
11226,1720,3199,53.77,"20200428"
11228,540,1147,47.08,"20200428"
11229,1263,2651,47.64,"20200428"
11230,1834,3582,51.2,"20200428"
11231,345,771,44.75,"20200428"
11232,398,677,58.79,"20200428"
11233,1003,1975,50.78,"20200428"
11234,1908,3723,51.25,"20200428"
11235,1585,3105,51.05,"20200428"
11236,2189,3999,54.74,"20200428"
11237,716,1260,56.83,"20200428"
11238,616,1297,47.49,"20200428"
11239,407,795,51.19,"20200428"
11354,873,1654,52.78,"20200428"
11355,985,1862,52.9,"20200428"
11356,453,896,50.56,"20200428"
11357,661,1405,47.05,"20200428"
11358,467,1038,44.99,"20200428"
11360,270,660,40.91,"20200428"
11361,367,826,44.43,"20200428"
11362,261,618,42.23,"20200428"
11363,86,219,39.27,"20200428"
11364,399,943,42.31,"20200428"
11365,681,1443,47.19,"20200428"
11366,340,664,51.2,"20200428"
11367,834,1765,47.25,"20200428"
11368,3417,5156,66.27,"20200428"
11369,1263,2012,62.77,"20200428"
11370,1161,2114,54.92,"20200428"
11372,2012,3244,62.02,"20200428"
11373,2606,4363,59.73,"20200428"
11374,902,1896,47.57,"20200428"
11375,1313,2794,46.99,"20200428"
11377,1705,3126,54.54,"20200428"
11378,604,1271,47.52,"20200428"
11379,662,1428,46.36,"20200428"
11385,1701,3320,51.23,"20200428"
11411,572,1022,55.97,"20200428"
11412,1056,1933,54.63,"20200428"
11413,1094,2022,54.1,"20200428"
11414,691,1325,52.15,"20200428"
11415,430,888,48.42,"20200428"
11416,544,988,55.06,"20200428"
11417,702,1335,52.58,"20200428"
11418,849,1639,51.8,"20200428"
11419,927,1734,53.46,"20200428"
11420,1110,2130,52.11,"20200428"
11421,948,1779,53.29,"20200428"
11422,809,1562,51.79,"20200428"
11423,825,1484,55.59,"20200428"
11426,425,866,49.08,"20200428"
11427,658,1223,53.8,"20200428"
11428,565,993,56.9,"20200428"
11429,796,1353,58.83,"20200428"
11432,1380,2481,55.62,"20200428"
11433,765,1454,52.61,"20200428"
11434,1636,3059,53.48,"20200428"
11435,1288,2483,51.87,"20200428"
11436,428,828,51.69,"20200428"
11691,1819,3152,57.71,"20200428"
11692,478,878,54.44,"20200428"
11693,282,567,49.74,"20200428"
11694,576,1175,49.02,"20200428"
11697,81,181,44.75,"20200428"
