"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
10003,279,662,42.15,"20200412"
10004,23,59,38.98,"20200412"
10005,38,116,32.76,"20200412"
10006,10,43,23.26,"20200412"
10007,34,107,31.78,"20200412"
10009,381,851,44.77,"20200412"
10010,166,468,35.47,"20200412"
10011,355,731,48.56,"20200412"
10012,98,285,34.39,"20200412"
10013,161,362,44.48,"20200412"
10014,212,457,46.39,"20200412"
10016,435,992,43.85,"20200412"
10017,90,260,34.62,"20200412"
10018,156,331,47.13,"20200412"
10019,334,753,44.36,"20200412"
10021,386,967,39.92,"20200412"
10022,219,562,38.97,"20200412"
10023,341,857,39.79,"20200412"
10024,380,994,38.23,"20200412"
10025,626,1439,43.5,"20200412"
10026,308,605,50.91,"20200412"
10027,476,910,52.31,"20200412"
10028,317,802,39.53,"20200412"
10029,824,1538,53.58,"20200412"
10030,277,448,61.83,"20200412"
10031,611,935,65.35,"20200412"
10032,728,1190,61.18,"20200412"
10033,626,1011,61.92,"20200412"
10034,345,607,56.84,"20200412"
10035,440,796,55.28,"20200412"
10036,232,494,46.96,"20200412"
10037,232,405,57.28,"20200412"
10038,151,300,50.33,"20200412"
10039,266,478,55.65,"20200412"
10040,498,786,63.36,"20200412"
10044,90,198,45.45,"20200412"
10065,216,627,34.45,"20200412"
10069,35,93,37.63,"20200412"
10075,262,564,46.45,"20200412"
10128,396,1006,39.36,"20200412"
10280,27,81,33.33,"20200412"
10282,44,90,48.89,"20200412"
10301,593,1133,52.34,"20200412"
10302,318,612,51.96,"20200412"
10303,486,866,56.12,"20200412"
10304,788,1529,51.54,"20200412"
10305,700,1504,46.54,"20200412"
10306,886,1989,44.54,"20200412"
10307,246,510,48.24,"20200412"
10308,430,984,43.7,"20200412"
10309,561,1264,44.38,"20200412"
10310,383,815,46.99,"20200412"
10312,1008,2071,48.67,"20200412"
10314,1569,3231,48.56,"20200412"
10451,788,1314,59.97,"20200412"
10452,1068,1640,65.12,"20200412"
10453,1146,1811,63.28,"20200412"
10454,550,872,63.07,"20200412"
10455,562,919,61.15,"20200412"
10456,1130,1840,61.41,"20200412"
10457,969,1551,62.48,"20200412"
10458,968,1662,58.24,"20200412"
10459,746,1201,62.11,"20200412"
10460,771,1288,59.86,"20200412"
10461,1018,1878,54.21,"20200412"
10462,1201,2158,55.65,"20200412"
10463,885,1810,48.9,"20200412"
10464,75,194,38.66,"20200412"
10465,865,1762,49.09,"20200412"
10466,1259,2112,59.61,"20200412"
10467,1769,2911,60.77,"20200412"
10468,1224,1849,66.2,"20200412"
10469,1514,2448,61.85,"20200412"
10470,258,472,54.66,"20200412"
10471,302,669,45.14,"20200412"
10472,918,1408,65.2,"20200412"
10473,1053,1795,58.66,"20200412"
10474,170,266,63.91,"20200412"
10475,912,1623,56.19,"20200412"
11004,324,505,64.16,"20200412"
11101,344,672,51.19,"20200412"
11102,306,534,57.3,"20200412"
11103,296,524,56.49,"20200412"
11104,264,429,61.54,"20200412"
11105,279,550,50.73,"20200412"
11106,342,629,54.37,"20200412"
11109,37,103,35.92,"20200412"
11201,373,894,41.72,"20200412"
11203,1001,1529,65.47,"20200412"
11204,1110,1791,61.98,"20200412"
11205,392,724,54.14,"20200412"
11206,757,1312,57.7,"20200412"
11207,928,1495,62.07,"20200412"
11208,1029,1568,65.62,"20200412"
11209,587,1162,50.52,"20200412"
11210,898,1427,62.93,"20200412"
11211,1202,1893,63.5,"20200412"
11212,842,1302,64.67,"20200412"
11213,793,1296,61.19,"20200412"
11214,760,1330,57.14,"20200412"
11215,350,797,43.91,"20200412"
11216,376,709,53.03,"20200412"
11217,316,599,52.75,"20200412"
11218,976,1606,60.77,"20200412"
11219,1679,2476,67.81,"20200412"
11220,784,1238,63.33,"20200412"
11221,641,1061,60.41,"20200412"
11222,255,518,49.23,"20200412"
11223,885,1555,56.91,"20200412"
11224,485,811,59.8,"20200412"
11225,632,1001,63.14,"20200412"
11226,995,1527,65.16,"20200412"
11228,356,626,56.87,"20200412"
11229,791,1402,56.42,"20200412"
11230,1301,2091,62.22,"20200412"
11231,241,504,47.82,"20200412"
11232,267,395,67.59,"20200412"
11233,591,971,60.87,"20200412"
11234,1149,1879,61.15,"20200412"
11235,911,1601,56.9,"20200412"
11236,1313,1985,66.15,"20200412"
11237,451,665,67.82,"20200412"
11238,448,778,57.58,"20200412"
11239,250,403,62.03,"20200412"
11354,461,757,60.9,"20200412"
11355,587,926,63.39,"20200412"
11356,285,497,57.34,"20200412"
11357,441,777,56.76,"20200412"
11358,289,553,52.26,"20200412"
11360,173,358,48.32,"20200412"
11361,253,463,54.64,"20200412"
11362,167,339,49.26,"20200412"
11363,68,136,50,"20200412"
11364,259,485,53.4,"20200412"
11365,440,791,55.63,"20200412"
11366,244,419,58.23,"20200412"
11367,591,1007,58.69,"20200412"
11368,2398,3035,79.01,"20200412"
11369,883,1165,75.79,"20200412"
11370,833,1348,61.8,"20200412"
11372,1428,1927,74.1,"20200412"
11373,1859,2600,71.5,"20200412"
11374,673,1169,57.57,"20200412"
11375,937,1741,53.82,"20200412"
11377,1152,1740,66.21,"20200412"
11378,397,679,58.47,"20200412"
11379,434,797,54.45,"20200412"
11385,1066,1797,59.32,"20200412"
11411,408,594,68.69,"20200412"
11412,693,1081,64.11,"20200412"
11413,752,1163,64.66,"20200412"
11414,453,765,59.22,"20200412"
11415,306,517,59.19,"20200412"
11416,317,489,64.83,"20200412"
11417,421,683,61.64,"20200412"
11418,532,838,63.48,"20200412"
11419,542,858,63.17,"20200412"
11420,675,1064,63.44,"20200412"
11421,602,906,66.45,"20200412"
11422,552,898,61.47,"20200412"
11423,486,745,65.23,"20200412"
11426,292,524,55.73,"20200412"
11427,440,726,60.61,"20200412"
11428,349,536,65.11,"20200412"
11429,536,765,70.07,"20200412"
11432,843,1304,64.65,"20200412"
11433,477,727,65.61,"20200412"
11434,1060,1655,64.05,"20200412"
11435,796,1308,60.86,"20200412"
11436,269,412,65.29,"20200412"
11691,1111,1647,67.46,"20200412"
11692,297,471,63.06,"20200412"
11693,197,334,58.98,"20200412"
11694,360,622,57.88,"20200412"
11697,63,130,48.46,"20200412"
NA,1851,2017,91.77,"20200413"
10001,221,462,47.84,"20200413"
10002,554,1045,53.01,"20200413"
10003,285,678,42.04,"20200413"
10004,23,59,38.98,"20200413"
10005,39,117,33.33,"20200413"
10006,11,44,25,"20200413"
10007,34,109,31.19,"20200413"
10009,389,879,44.25,"20200413"
10010,169,472,35.81,"20200413"
10011,359,742,48.38,"20200413"
10012,99,287,34.49,"20200413"
10013,162,365,44.38,"20200413"
10014,213,463,46,"20200413"
10016,442,1008,43.85,"20200413"
10017,92,268,34.33,"20200413"
10018,157,333,47.15,"20200413"
10019,339,763,44.43,"20200413"
10021,389,977,39.82,"20200413"
10022,222,567,39.15,"20200413"
10023,350,871,40.18,"20200413"
10024,386,1005,38.41,"20200413"
10025,652,1485,43.91,"20200413"
10026,314,618,50.81,"20200413"
10027,487,929,52.42,"20200413"
10028,326,822,39.66,"20200413"
10029,853,1593,53.55,"20200413"
10030,280,455,61.54,"20200413"
10031,635,967,65.67,"20200413"
10032,751,1229,61.11,"20200413"
10033,643,1040,61.83,"20200413"
10034,353,624,56.57,"20200413"
10035,459,820,55.98,"20200413"
10036,235,509,46.17,"20200413"
10037,235,411,57.18,"20200413"
10038,155,306,50.65,"20200413"
10039,268,485,55.26,"20200413"
10040,512,802,63.84,"20200413"
10044,92,201,45.77,"20200413"
10065,218,639,34.12,"20200413"
10069,35,94,37.23,"20200413"
10075,265,571,46.41,"20200413"
10128,403,1027,39.24,"20200413"
10280,28,83,33.73,"20200413"
10282,48,94,51.06,"20200413"
10301,627,1176,53.32,"20200413"
10302,327,626,52.24,"20200413"
10303,506,903,56.04,"20200413"
10304,805,1574,51.14,"20200413"
10305,724,1549,46.74,"20200413"
10306,917,2046,44.82,"20200413"
10307,253,530,47.74,"20200413"
10308,441,1022,43.15,"20200413"
10309,575,1298,44.3,"20200413"
10310,397,847,46.87,"20200413"
10312,1032,2150,48,"20200413"
10314,1608,3329,48.3,"20200413"
10451,822,1361,60.4,"20200413"
10452,1106,1696,65.21,"20200413"
10453,1188,1895,62.69,"20200413"
10454,566,896,63.17,"20200413"
10455,584,946,61.73,"20200413"
10456,1175,1917,61.29,"20200413"
10457,1004,1612,62.28,"20200413"
10458,1014,1735,58.44,"20200413"
10459,762,1234,61.75,"20200413"
10460,801,1344,59.6,"20200413"
10461,1037,1920,54.01,"20200413"
10462,1223,2215,55.21,"20200413"
10463,926,1883,49.18,"20200413"
10464,76,195,38.97,"20200413"
10465,882,1814,48.62,"20200413"
10466,1287,2171,59.28,"20200413"
10467,1818,2991,60.78,"20200413"
10468,1280,1936,66.12,"20200413"
10469,1577,2558,61.65,"20200413"
10470,266,491,54.18,"20200413"
10471,310,692,44.8,"20200413"
10472,950,1470,64.63,"20200413"
10473,1085,1841,58.94,"20200413"
10474,175,275,63.64,"20200413"
10475,947,1692,55.97,"20200413"
11004,330,521,63.34,"20200413"
11101,351,686,51.17,"20200413"
11102,313,550,56.91,"20200413"
11103,305,540,56.48,"20200413"
11104,271,447,60.63,"20200413"
11105,287,565,50.8,"20200413"
11106,350,643,54.43,"20200413"
11109,37,104,35.58,"20200413"
11201,380,908,41.85,"20200413"
11203,1034,1572,65.78,"20200413"
11204,1134,1830,61.97,"20200413"
11205,396,734,53.95,"20200413"
11206,777,1341,57.94,"20200413"
11207,956,1548,61.76,"20200413"
11208,1058,1616,65.47,"20200413"
11209,611,1199,50.96,"20200413"
11210,919,1460,62.95,"20200413"
11211,1216,1914,63.53,"20200413"
11212,863,1340,64.4,"20200413"
11213,811,1322,61.35,"20200413"
11214,788,1374,57.35,"20200413"
11215,359,811,44.27,"20200413"
11216,384,725,52.97,"20200413"
11217,331,621,53.3,"20200413"
11218,988,1630,60.61,"20200413"
11219,1698,2505,67.78,"20200413"
11220,808,1277,63.27,"20200413"
11221,652,1083,60.2,"20200413"
11222,262,527,49.72,"20200413"
11223,920,1621,56.76,"20200413"
11224,498,834,59.71,"20200413"
11225,654,1029,63.56,"20200413"
11226,1021,1573,64.91,"20200413"
11228,365,648,56.33,"20200413"
11229,821,1449,56.66,"20200413"
11230,1329,2137,62.19,"20200413"
11231,247,513,48.15,"20200413"
11232,287,419,68.5,"20200413"
11233,616,1005,61.29,"20200413"
11234,1189,1952,60.91,"20200413"
11235,954,1670,57.13,"20200413"
11236,1352,2053,65.85,"20200413"
11237,460,682,67.45,"20200413"
11238,454,787,57.69,"20200413"
11239,261,417,62.59,"20200413"
11354,483,791,61.06,"20200413"
11355,611,961,63.58,"20200413"
11356,296,514,57.59,"20200413"
11357,452,798,56.64,"20200413"
11358,301,576,52.26,"20200413"
11360,177,370,47.84,"20200413"
11361,258,474,54.43,"20200413"
11362,173,350,49.43,"20200413"
11363,69,141,48.94,"20200413"
11364,265,499,53.11,"20200413"
11365,457,828,55.19,"20200413"
11366,249,431,57.77,"20200413"
11367,604,1040,58.08,"20200413"
11368,2446,3102,78.85,"20200413"
11369,903,1195,75.56,"20200413"
11370,847,1365,62.05,"20200413"
11372,1476,1992,74.1,"20200413"
11373,1893,2647,71.51,"20200413"
11374,686,1190,57.65,"20200413"
11375,970,1793,54.1,"20200413"
11377,1173,1781,65.86,"20200413"
11378,402,696,57.76,"20200413"
11379,438,809,54.14,"20200413"
11385,1091,1839,59.33,"20200413"
11411,419,615,68.13,"20200413"
11412,706,1111,63.55,"20200413"
11413,773,1207,64.04,"20200413"
11414,473,794,59.57,"20200413"
11415,312,534,58.43,"20200413"
11416,331,508,65.16,"20200413"
11417,439,710,61.83,"20200413"
11418,547,863,63.38,"20200413"
11419,565,904,62.5,"20200413"
11420,700,1106,63.29,"20200413"
11421,619,930,66.56,"20200413"
11422,567,933,60.77,"20200413"
11423,512,800,64,"20200413"
11426,301,537,56.05,"20200413"
11427,456,757,60.24,"20200413"
11428,364,562,64.77,"20200413"
11429,548,790,69.37,"20200413"
11432,872,1345,64.83,"20200413"
11433,493,750,65.73,"20200413"
11434,1099,1717,64.01,"20200413"
11435,825,1357,60.8,"20200413"
11436,280,429,65.27,"20200413"
11691,1155,1715,67.35,"20200413"
11692,310,493,62.88,"20200413"
11693,205,347,59.08,"20200413"
11694,371,641,57.88,"20200413"
11697,63,132,47.73,"20200413"
NA,2033,2219,91.62,"20200414"
10001,231,480,48.12,"20200414"
10002,578,1094,52.83,"20200414"
10003,290,692,41.91,"20200414"
10004,23,59,38.98,"20200414"
10005,40,122,32.79,"20200414"
10006,11,46,23.91,"20200414"
10007,35,112,31.25,"20200414"
10009,407,918,44.34,"20200414"
10010,175,486,36.01,"20200414"
10011,365,755,48.34,"20200414"
10012,101,293,34.47,"20200414"
10013,166,374,44.39,"20200414"
10014,216,472,45.76,"20200414"
10016,454,1044,43.49,"20200414"
10017,95,273,34.8,"20200414"
10018,159,339,46.9,"20200414"
10019,350,787,44.47,"20200414"
10021,400,1011,39.56,"20200414"
10022,231,584,39.55,"20200414"
10023,368,900,40.89,"20200414"
10024,400,1035,38.65,"20200414"
10025,685,1544,44.37,"20200414"
10026,334,650,51.38,"20200414"
10027,496,949,52.27,"20200414"
10028,330,844,39.1,"20200414"
10029,889,1654,53.75,"20200414"
10030,289,467,61.88,"20200414"
10031,660,1017,64.9,"20200414"
10032,775,1262,61.41,"20200414"
10033,671,1080,62.13,"20200414"
10034,367,646,56.81,"20200414"
10035,475,852,55.75,"20200414"
10036,241,523,46.08,"20200414"
10037,246,427,57.61,"20200414"
10038,159,314,50.64,"20200414"
10039,277,504,54.96,"20200414"
10040,532,829,64.17,"20200414"
10044,95,207,45.89,"20200414"
10065,224,654,34.25,"20200414"
10069,37,96,38.54,"20200414"
10075,274,581,47.16,"20200414"
10128,424,1075,39.44,"20200414"
10280,30,87,34.48,"20200414"
10282,50,99,50.51,"20200414"
10301,660,1224,53.92,"20200414"
10302,353,662,53.32,"20200414"
10303,527,942,55.94,"20200414"
10304,834,1623,51.39,"20200414"
10305,746,1591,46.89,"20200414"
10306,941,2098,44.85,"20200414"
10307,255,541,47.13,"20200414"
10308,450,1055,42.65,"20200414"
10309,594,1345,44.16,"20200414"
10310,413,876,47.15,"20200414"
10312,1065,2225,47.87,"20200414"
10314,1679,3460,48.53,"20200414"
10451,855,1411,60.6,"20200414"
10452,1156,1770,65.31,"20200414"
10453,1234,1972,62.58,"20200414"
10454,583,925,63.03,"20200414"
10455,626,998,62.73,"20200414"
10456,1250,2024,61.76,"20200414"
10457,1069,1704,62.73,"20200414"
10458,1060,1813,58.47,"20200414"
10459,808,1296,62.35,"20200414"
10460,847,1427,59.36,"20200414"
10461,1083,2014,53.77,"20200414"
10462,1284,2306,55.68,"20200414"
10463,964,1965,49.06,"20200414"
10464,79,203,38.92,"20200414"
10465,927,1906,48.64,"20200414"
10466,1361,2284,59.59,"20200414"
10467,1918,3135,61.18,"20200414"
10468,1343,2033,66.06,"20200414"
10469,1670,2688,62.13,"20200414"
10470,279,510,54.71,"20200414"
10471,319,716,44.55,"20200414"
10472,1014,1568,64.67,"20200414"
10473,1143,1940,58.92,"20200414"
10474,182,283,64.31,"20200414"
10475,1021,1825,55.95,"20200414"
11004,348,547,63.62,"20200414"
11101,364,707,51.49,"20200414"
11102,326,579,56.3,"20200414"
11103,313,563,55.6,"20200414"
11104,279,465,60,"20200414"
11105,300,596,50.34,"20200414"
11106,360,674,53.41,"20200414"
11109,38,106,35.85,"20200414"
11201,387,932,41.52,"20200414"
11203,1085,1657,65.48,"20200414"
11204,1163,1880,61.86,"20200414"
11205,416,766,54.31,"20200414"
11206,808,1391,58.09,"20200414"
11207,1004,1626,61.75,"20200414"
11208,1129,1723,65.53,"20200414"
11209,648,1262,51.35,"20200414"
11210,960,1516,63.32,"20200414"
11211,1248,1975,63.19,"20200414"
11212,915,1410,64.89,"20200414"
11213,840,1373,61.18,"20200414"
11214,829,1437,57.69,"20200414"
11215,373,845,44.14,"20200414"
11216,408,760,53.68,"20200414"
11217,344,640,53.75,"20200414"
11218,1015,1672,60.71,"20200414"
11219,1725,2561,67.36,"20200414"
11220,844,1328,63.55,"20200414"
11221,683,1139,59.96,"20200414"
11222,271,544,49.82,"20200414"
11223,960,1692,56.74,"20200414"
11224,528,881,59.93,"20200414"
11225,686,1080,63.52,"20200414"
11226,1089,1669,65.25,"20200414"
11228,378,664,56.93,"20200414"
11229,860,1514,56.8,"20200414"
11230,1367,2198,62.19,"20200414"
11231,254,524,48.47,"20200414"
11232,299,434,68.89,"20200414"
11233,648,1056,61.36,"20200414"
11234,1260,2061,61.14,"20200414"
11235,992,1746,56.82,"20200414"
11236,1439,2176,66.13,"20200414"
11237,481,715,67.27,"20200414"
11238,466,810,57.53,"20200414"
11239,275,440,62.5,"20200414"
11354,503,821,61.27,"20200414"
11355,639,1006,63.52,"20200414"
11356,313,538,58.18,"20200414"
11357,477,836,57.06,"20200414"
11358,319,604,52.81,"20200414"
11360,184,381,48.29,"20200414"
11361,265,489,54.19,"20200414"
11362,183,371,49.33,"20200414"
11363,69,144,47.92,"20200414"
11364,282,521,54.13,"20200414"
11365,475,858,55.36,"20200414"
11366,259,444,58.33,"20200414"
11367,619,1069,57.9,"20200414"
11368,2510,3198,78.49,"20200414"
11369,929,1236,75.16,"20200414"
11370,883,1416,62.36,"20200414"
11372,1511,2049,73.74,"20200414"
11373,1939,2720,71.29,"20200414"
11374,710,1223,58.05,"20200414"
11375,1003,1848,54.27,"20200414"
11377,1214,1845,65.8,"20200414"
11378,419,725,57.79,"20200414"
11379,459,846,54.26,"20200414"
11385,1139,1921,59.29,"20200414"
11411,433,640,67.66,"20200414"
11412,738,1157,63.79,"20200414"
11413,800,1249,64.05,"20200414"
11414,515,847,60.8,"20200414"
11415,320,550,58.18,"20200414"
11416,347,530,65.47,"20200414"
11417,462,751,61.52,"20200414"
11418,565,897,62.99,"20200414"
11419,600,953,62.96,"20200414"
11420,745,1168,63.78,"20200414"
11421,655,980,66.84,"20200414"
11422,583,965,60.41,"20200414"
11423,536,836,64.11,"20200414"
11426,316,558,56.63,"20200414"
11427,475,787,60.36,"20200414"
11428,382,597,63.99,"20200414"
11429,575,830,69.28,"20200414"
11432,909,1395,65.16,"20200414"
11433,515,776,66.37,"20200414"
11434,1154,1798,64.18,"20200414"
11435,861,1412,60.98,"20200414"
11436,292,450,64.89,"20200414"
11691,1215,1792,67.8,"20200414"
11692,332,521,63.72,"20200414"
11693,220,369,59.62,"20200414"
11694,384,662,58.01,"20200414"
11697,65,135,48.15,"20200414"
NA,1779,1975,90.08,"20200415"
10001,242,521,46.45,"20200415"
10002,666,1250,53.28,"20200415"
10003,329,777,42.34,"20200415"
10004,24,60,40,"20200415"
10005,42,130,32.31,"20200415"
10006,13,52,25,"20200415"
10007,36,118,30.51,"20200415"
10009,480,1074,44.69,"20200415"
10010,190,520,36.54,"20200415"
10011,380,798,47.62,"20200415"
10012,113,316,35.76,"20200415"
10013,170,397,42.82,"20200415"
10014,229,497,46.08,"20200415"
10016,480,1108,43.32,"20200415"
10017,100,287,34.84,"20200415"
10018,159,346,45.95,"20200415"
10019,424,936,45.3,"20200415"
10021,412,1070,38.5,"20200415"
10022,238,623,38.2,"20200415"
10023,416,1023,40.66,"20200415"
10024,447,1159,38.57,"20200415"
10025,810,1831,44.24,"20200415"
10026,400,781,51.22,"20200415"
10027,612,1142,53.59,"20200415"
10028,351,918,38.24,"20200415"
10029,1076,2005,53.67,"20200415"
10030,323,526,61.41,"20200415"
10031,755,1172,64.42,"20200415"
10032,857,1404,61.04,"20200415"
10033,735,1177,62.45,"20200415"
10034,399,709,56.28,"20200415"
10035,583,1012,57.61,"20200415"
10036,277,598,46.32,"20200415"
10037,281,487,57.7,"20200415"
10038,160,328,48.78,"20200415"
10039,310,561,55.26,"20200415"
10040,576,908,63.44,"20200415"
10044,103,224,45.98,"20200415"
10065,233,682,34.16,"20200415"
10069,40,105,38.1,"20200415"
10075,294,631,46.59,"20200415"
10128,460,1207,38.11,"20200415"
10280,32,92,34.78,"20200415"
10282,52,108,48.15,"20200415"
10301,716,1352,52.96,"20200415"
10302,380,725,52.41,"20200415"
10303,555,1023,54.25,"20200415"
10304,911,1766,51.59,"20200415"
10305,801,1739,46.06,"20200415"
10306,1001,2285,43.81,"20200415"
10307,274,599,45.74,"20200415"
10308,478,1123,42.56,"20200415"
10309,639,1466,43.59,"20200415"
10310,452,967,46.74,"20200415"
10312,1118,2387,46.84,"20200415"
10314,1783,3742,47.65,"20200415"
10451,932,1559,59.78,"20200415"
10452,1268,1970,64.37,"20200415"
10453,1341,2162,62.03,"20200415"
10454,648,1030,62.91,"20200415"
10455,686,1104,62.14,"20200415"
10456,1376,2252,61.1,"20200415"
10457,1173,1882,62.33,"20200415"
10458,1169,2018,57.93,"20200415"
10459,869,1408,61.72,"20200415"
10460,950,1594,59.6,"20200415"
10461,1173,2220,52.84,"20200415"
10462,1397,2535,55.11,"20200415"
10463,1063,2167,49.05,"20200415"
10464,93,233,39.91,"20200415"
10465,1002,2097,47.78,"20200415"
10466,1482,2522,58.76,"20200415"
10467,2087,3449,60.51,"20200415"
10468,1442,2206,65.37,"20200415"
10469,1837,2996,61.32,"20200415"
10470,299,557,53.68,"20200415"
10471,351,790,44.43,"20200415"
10472,1110,1731,64.12,"20200415"
10473,1235,2121,58.23,"20200415"
10474,198,318,62.26,"20200415"
10475,1132,2077,54.5,"20200415"
11004,364,584,62.33,"20200415"
11101,388,770,50.39,"20200415"
11102,345,626,55.11,"20200415"
11103,333,618,53.88,"20200415"
11104,294,510,57.65,"20200415"
11105,320,648,49.38,"20200415"
11106,381,725,52.55,"20200415"
11109,40,113,35.4,"20200415"
11201,418,1017,41.1,"20200415"
11203,1195,1843,64.84,"20200415"
11204,1240,2049,60.52,"20200415"
11205,437,826,52.91,"20200415"
11206,885,1524,58.07,"20200415"
11207,1114,1837,60.64,"20200415"
11208,1263,1959,64.47,"20200415"
11209,715,1417,50.46,"20200415"
11210,1081,1721,62.81,"20200415"
11211,1342,2169,61.87,"20200415"
11212,990,1563,63.34,"20200415"
11213,906,1497,60.52,"20200415"
11214,907,1599,56.72,"20200415"
11215,399,929,42.95,"20200415"
11216,439,825,53.21,"20200415"
11217,367,692,53.03,"20200415"
11218,1087,1804,60.25,"20200415"
11219,1868,2820,66.24,"20200415"
11220,905,1434,63.11,"20200415"
11221,740,1261,58.68,"20200415"
11222,289,594,48.65,"20200415"
11223,1049,1872,56.04,"20200415"
11224,588,1004,58.57,"20200415"
11225,737,1205,61.16,"20200415"
11226,1219,1879,64.87,"20200415"
11228,413,733,56.34,"20200415"
11229,971,1699,57.15,"20200415"
11230,1463,2383,61.39,"20200415"
11231,265,554,47.83,"20200415"
11232,316,470,67.23,"20200415"
11233,717,1174,61.07,"20200415"
11234,1483,2441,60.75,"20200415"
11235,1138,1991,57.16,"20200415"
11236,1637,2501,65.45,"20200415"
11237,523,789,66.29,"20200415"
11238,491,874,56.18,"20200415"
11239,309,511,60.47,"20200415"
11354,556,915,60.77,"20200415"
11355,683,1091,62.6,"20200415"
11356,338,579,58.38,"20200415"
11357,510,908,56.17,"20200415"
11358,343,649,52.85,"20200415"
11360,198,421,47.03,"20200415"
11361,284,533,53.28,"20200415"
11362,190,398,47.74,"20200415"
11363,73,161,45.34,"20200415"
11364,303,577,52.51,"20200415"
11365,508,923,55.04,"20200415"
11366,278,482,57.68,"20200415"
11367,653,1139,57.33,"20200415"
11368,2631,3392,77.56,"20200415"
11369,977,1320,74.02,"20200415"
11370,927,1495,62.01,"20200415"
11372,1577,2179,72.37,"20200415"
11373,2031,2882,70.47,"20200415"
11374,741,1312,56.48,"20200415"
11375,1060,1972,53.75,"20200415"
11377,1295,1987,65.17,"20200415"
11378,439,781,56.21,"20200415"
11379,491,922,53.25,"20200415"
11385,1219,2088,58.38,"20200415"
11411,454,689,65.89,"20200415"
11412,789,1258,62.72,"20200415"
11413,845,1347,62.73,"20200415"
11414,552,907,60.86,"20200415"
11415,339,588,57.65,"20200415"
11416,375,587,63.88,"20200415"
11417,490,807,60.72,"20200415"
11418,610,971,62.82,"20200415"
11419,629,1012,62.15,"20200415"
11420,789,1256,62.82,"20200415"
11421,705,1068,66.01,"20200415"
11422,625,1055,59.24,"20200415"
11423,583,931,62.62,"20200415"
11426,328,588,55.78,"20200415"
11427,502,845,59.41,"20200415"
11428,417,658,63.37,"20200415"
11429,610,893,68.31,"20200415"
11432,974,1513,64.38,"20200415"
11433,550,850,64.71,"20200415"
11434,1235,1951,63.3,"20200415"
11435,918,1520,60.39,"20200415"
11436,311,487,63.86,"20200415"
11691,1352,1998,67.67,"20200415"
11692,352,567,62.08,"20200415"
11693,235,401,58.6,"20200415"
11694,419,728,57.55,"20200415"
11697,71,143,49.65,"20200415"
NA,1816,2019,89.95,"20200416"
10001,251,545,46.06,"20200416"
10002,685,1297,52.81,"20200416"
10003,337,794,42.44,"20200416"
10004,24,60,40,"20200416"
10005,44,133,33.08,"20200416"
10006,14,54,25.93,"20200416"
10007,37,123,30.08,"20200416"
10009,494,1107,44.63,"20200416"
10010,195,536,36.38,"20200416"
10011,384,817,47,"20200416"
10012,113,318,35.53,"20200416"
10013,173,405,42.72,"20200416"
10014,230,509,45.19,"20200416"
10016,488,1147,42.55,"20200416"
10017,105,301,34.88,"20200416"
10018,163,360,45.28,"20200416"
10019,434,958,45.3,"20200416"
10021,419,1109,37.78,"20200416"
10022,243,647,37.56,"20200416"
10023,421,1054,39.94,"20200416"
10024,454,1185,38.31,"20200416"
10025,836,1889,44.26,"20200416"
10026,411,807,50.93,"20200416"
10027,633,1183,53.51,"20200416"
10028,359,956,37.55,"20200416"
10029,1110,2092,53.06,"20200416"
10030,331,544,60.85,"20200416"
10031,779,1221,63.8,"20200416"
10032,898,1468,61.17,"20200416"
10033,766,1227,62.43,"20200416"
10034,420,745,56.38,"20200416"
10035,607,1052,57.7,"20200416"
10036,286,617,46.35,"20200416"
10037,289,503,57.46,"20200416"
10038,163,336,48.51,"20200416"
10039,319,583,54.72,"20200416"
10040,593,941,63.02,"20200416"
10044,104,226,46.02,"20200416"
10065,238,708,33.62,"20200416"
10069,42,108,38.89,"20200416"
10075,299,646,46.28,"20200416"
10128,469,1246,37.64,"20200416"
10280,32,96,33.33,"20200416"
10282,53,111,47.75,"20200416"
10301,739,1418,52.12,"20200416"
10302,396,759,52.17,"20200416"
10303,573,1064,53.85,"20200416"
10304,943,1841,51.22,"20200416"
10305,829,1813,45.73,"20200416"
10306,1022,2376,43.01,"20200416"
10307,282,621,45.41,"20200416"
10308,486,1151,42.22,"20200416"
10309,646,1499,43.1,"20200416"
10310,464,1016,45.67,"20200416"
10312,1142,2473,46.18,"20200416"
10314,1832,3865,47.4,"20200416"
10451,981,1646,59.6,"20200416"
10452,1331,2078,64.05,"20200416"
10453,1381,2244,61.54,"20200416"
10454,674,1080,62.41,"20200416"
10455,727,1173,61.98,"20200416"
10456,1436,2387,60.16,"20200416"
10457,1209,1961,61.65,"20200416"
10458,1204,2098,57.39,"20200416"
10459,906,1479,61.26,"20200416"
10460,989,1671,59.19,"20200416"
10461,1209,2300,52.57,"20200416"
10462,1450,2648,54.76,"20200416"
10463,1102,2269,48.57,"20200416"
10464,94,237,39.66,"20200416"
10465,1027,2162,47.5,"20200416"
10466,1550,2654,58.4,"20200416"
10467,2154,3613,59.62,"20200416"
10468,1501,2320,64.7,"20200416"
10469,1911,3156,60.55,"20200416"
10470,305,576,52.95,"20200416"
10471,364,827,44.01,"20200416"
10472,1153,1813,63.6,"20200416"
10473,1264,2208,57.25,"20200416"
10474,210,340,61.76,"20200416"
10475,1169,2177,53.7,"20200416"
11004,377,608,62.01,"20200416"
